noc,iso3,country_name,sport,year,total_medals,gold_medals,prev_total_medals,prev_gold_medals,rolling3_prev_medals,medal_growth,gold_growth,above_recent_baseline,first_medal_bonus,continuity_bonus,sport_total_medals,sport_total_growth,sport_expansion_penalty,olympic_leap_index
HUN,HUN,Hungary,Modern Pentathlon,1968,2,1,2.0,1.0,2.6666666666666665,0.0,0.0,0.0,0,1.0,6,0.0,0.0,0.415151463418532
HUN,HUN,Hungary,Football,1968,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,1.0,3,0.0,0.0,0.415151463418532
USA,USA,United States,Basketball,1968,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,1.0,3,0.0,0.0,0.415151463418532
POL,POL,Poland,Volleyball,1968,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,6,0.0,0.0,0.415151463418532
AUS,AUS,Australia,Hockey,1968,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,3,0.0,0.0,0.415151463418532
URS,URS,Soviet Union,Water Polo,1968,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,3,0.0,0.0,0.415151463418532
URS,URS,Soviet Union,Basketball,1968,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,3,0.0,0.0,0.415151463418532
ITA,ITA,Italy,Fencing,1976,4,1,2.0,2.0,2.3333333333333335,2.0,-1.0,1.6666666666666665,0,1.0,28,4.0,4.0,0.41350630232752067
FRG,DEU,Germany,Fencing,1976,4,2,4.0,2.0,2.6666666666666665,0.0,0.0,1.3333333333333335,0,1.0,28,4.0,4.0,0.41071924326227266
NOR,NOR,Norway,Art Competitions,1920,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,11,5.0,5.0,0.40962189344954153
GBR,GBR,United Kingdom,Diving,1924,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,15,0.0,0.0,0.4086351158128536
USA,USA,United States,Equestrianism,1924,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,15,-6.0,0.0,0.4086351158128536
DEN,DNK,Denmark,Sailing,1924,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,9,-10.0,0.0,0.4086351158128536
BEL,BEL,Belgium,Water Polo,1924,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,3,0.0,0.0,0.4086351158128536
FRA,FRA,France,Sailing,1924,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,9,-10.0,0.0,0.4086351158128536
NED,NLD,Netherlands,Cycling,1924,3,1,3.0,1.0,3.0,0.0,0.0,0.0,0,1.0,18,0.0,0.0,0.4086351158128536
HUN,HUN,Hungary,Athletics,1924,1,0,1.0,0.0,2.6666666666666665,0.0,0.0,0.0,0,1.0,81,-6.0,0.0,0.4086351158128536
SWE,SWE,Sweden,Modern Pentathlon,1924,3,1,3.0,1.0,3.0,0.0,0.0,0.0,0,1.0,3,0.0,0.0,0.4086351158128536
EST,EST,Estonia,Athletics,1924,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,81,-6.0,0.0,0.4086351158128536
HUN,HUN,Hungary,Shooting,1924,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,1.0,30,-33.0,0.0,0.4086351158128536
RSA,ZAF,South Africa,Boxing,1924,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,1.0,24,0.0,0.0,0.4086351158128536
ITA,ITA,Italy,Cycling,1924,1,1,1.0,1.0,1.6666666666666667,0.0,0.0,0.0,0,1.0,18,0.0,0.0,0.4086351158128536
FRA,FRA,France,Rowing,1936,2,0,1.0,0.0,1.6666666666666667,1.0,0.0,0.33333333333333326,0,1.0,21,0.0,0.0,0.40671834093875847
HUN,HUN,Hungary,Shooting,1988,2,0,1.0,1.0,1.0,1.0,-1.0,1.0,0,1.0,44,11.0,11.0,0.4060504083668977
SWE,SWE,Sweden,Gymnastics,1952,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,45,19.0,19.0,0.4037993022702504
ARG,ARG,Argentina,Boxing,1948,3,2,4.0,1.0,3.6666666666666665,-1.0,1.0,0.0,0,1.0,24,0.0,0.0,0.3989961222708394
URS,URS,Soviet Union,Swimming,1956,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,1.0,39,6.0,6.0,0.39851836608028335
IND,IND,India,Hockey,1952,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,1.0,3,0.0,0.0,0.3938440133423158
GBR,GBR,United Kingdom,Swimming,1952,1,0,1.0,0.0,2.3333333333333335,0.0,0.0,0.0,0,1.0,33,0.0,0.0,0.3938440133423158
NED,NLD,Netherlands,Hockey,1952,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,3,0.0,0.0,0.3938440133423158
FIN,FIN,Finland,Sailing,1952,1,0,1.0,0.0,1.6666666666666667,0.0,0.0,0.0,0,1.0,15,0.0,0.0,0.3938440133423158
SUI,CHE,Switzerland,Rowing,1952,2,0,2.0,0.0,2.0,0.0,0.0,0.0,0,1.0,21,0.0,0.0,0.3938440133423158
DEN,DNK,Denmark,Equestrianism,1952,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,18,0.0,0.0,0.3938440133423158
SWE,SWE,Sweden,Fencing,1952,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,21,0.0,0.0,0.3938440133423158
ITA,ITA,Italy,Sailing,1952,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,1.0,15,0.0,0.0,0.3938440133423158
USA,USA,United States,Rowing,1952,3,2,3.0,2.0,3.0,0.0,0.0,0.0,0,1.0,21,0.0,0.0,0.3938440133423158
MEX,MEX,Mexico,Diving,1952,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,12,0.0,0.0,0.3938440133423158
USA,USA,United States,Basketball,1952,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,1.0,3,0.0,0.0,0.3938440133423158
GBR,GBR,United Kingdom,Wrestling,1952,1,0,1.0,0.0,1.3333333333333333,0.0,0.0,0.0,0,1.0,48,0.0,0.0,0.3938440133423158
BEL,BEL,Belgium,Rowing,1952,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,21,0.0,0.0,0.3938440133423158
GBR,GBR,United Kingdom,Hockey,1952,1,0,1.0,0.0,1.6666666666666667,0.0,0.0,0.0,0,1.0,3,0.0,0.0,0.3938440133423158
POR,PRT,Portugal,Sailing,1952,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,15,0.0,0.0,0.3938440133423158
POL,POL,Poland,Rowing,1952,1,0,1.0,0.0,1.6666666666666667,0.0,0.0,0.0,0,1.0,21,0.0,0.0,0.3938440133423158
YUG,YUG,Serbia,Football,1952,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,3,0.0,0.0,0.3938440133423158
SWE,SWE,Sweden,Shooting,1906,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,1.0,36,11.0,11.0,0.3938172417369519
FRA,FRA,France,Fencing,1964,5,0,4.0,1.0,3.6666666666666665,1.0,-1.0,1.3333333333333335,0,1.0,24,0.0,0.0,0.3923429635914796
JPN,JPN,Japan,Synchronized Swimming,2000,2,0,1.0,0.0,1.6666666666666667,1.0,0.0,0.33333333333333326,0,1.0,6,3.0,3.0,0.39003679970116334
AUS,AUS,Australia,Athletics,1964,6,1,4.0,1.0,6.666666666666667,2.0,0.0,0.0,0,1.0,108,6.0,6.0,0.38946679885846053
ROU,ROU,Romania,Canoeing,1980,5,1,4.0,1.0,3.6666666666666665,1.0,0.0,1.3333333333333335,0,1.0,33,-7.0,0.0,0.3870289588944555
GDR,DEU,Germany,Canoeing,1976,7,3,7.0,3.0,6.333333333333333,0.0,0.0,0.666666666666667,0,1.0,40,-4.0,0.0,0.38653170402201414
GDR,DEU,Germany,Boxing,1976,2,1,2.0,1.0,1.3333333333333333,0.0,0.0,0.6666666666666667,0,1.0,47,0.0,0.0,0.38653170402201403
POL,POL,Poland,Cycling,1976,2,0,2.0,0.0,1.3333333333333333,0.0,0.0,0.6666666666666667,0,1.0,23,-1.0,0.0,0.38653170402201403
GDR,DEU,Germany,Weightlifting,1976,3,0,3.0,0.0,2.3333333333333335,0.0,0.0,0.6666666666666665,0,1.0,30,0.0,0.0,0.3865317040220139
GDR,DEU,Germany,Cycling,1976,3,1,3.0,1.0,2.3333333333333335,0.0,0.0,0.6666666666666665,0,1.0,23,-1.0,0.0,0.3865317040220139
USA,USA,United States,Rugby,1900,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,5,5.0,5.0,0.3858274023819298
FRA,FRA,France,Rugby,1900,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,5,5.0,5.0,0.3858274023819298
MEX,MEX,Mexico,Cycling,1984,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,24,6.0,6.0,0.3838831744783342
JPN,JPN,Japan,Cycling,1984,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,24,6.0,6.0,0.3838831744783342
FRA,FRA,France,Art Competitions,1928,4,1,3.0,1.0,1.6666666666666667,1.0,0.0,2.333333333333333,0,1.0,29,15.0,15.0,0.38052050572966656
SUI,CHE,Switzerland,Fencing,2004,1,1,2.0,0.0,1.3333333333333333,-1.0,1.0,0.0,0,0.0,30,0.0,0.0,0.380459401372641
JPN,JPN,Japan,Swimming,1936,11,4,12.0,5.0,7.5,-1.0,-1.0,3.5,0,1.0,33,0.0,0.0,0.3752387890785942
BEL,BEL,Belgium,Athletics,2008,2,1,3.0,0.0,2.0,-1.0,1.0,0.0,0,1.0,140,4.0,4.0,0.3690036926454583
POR,PRT,Portugal,Athletics,2008,1,1,2.0,0.0,1.3333333333333333,-1.0,1.0,0.0,0,1.0,140,4.0,4.0,0.3690036926454583
TPE,TWN,Taiwan,Baseball,1992,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,3,3.0,3.0,0.36674658521376835
ESP,ESP,Spain,Tennis,1996,3,0,3.0,0.0,2.0,0.0,0.0,1.0,0,1.0,12,-4.0,0.0,0.36632864361153944
HUN,HUN,Hungary,Gymnastics,1988,1,1,2.0,1.0,1.6666666666666667,-1.0,0.0,0.0,0,1.0,52,9.0,9.0,0.3655299269619121
FRG,DEU,Germany,Cycling,1968,1,0,1.0,0.0,2.3333333333333335,0.0,0.0,0.0,0,1.0,22,1.0,1.0,0.36521688041868977
NED,NLD,Netherlands,Cycling,1968,2,1,2.0,1.0,2.0,0.0,0.0,0.0,0,1.0,22,1.0,1.0,0.36521688041868977
POL,POL,Poland,Cycling,1968,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,22,1.0,1.0,0.36521688041868977
BUL,BGR,Bulgaria,Athletics,1996,1,1,2.0,0.0,2.6666666666666665,-1.0,1.0,0.0,0,1.0,132,1.0,1.0,0.36485595768205714
CAN,CAN,Canada,Athletics,1996,2,2,3.0,1.0,3.0,-1.0,1.0,0.0,0,1.0,132,1.0,1.0,0.36485595768205714
FRA,FRA,France,Gymnastics,2000,2,0,1.0,0.0,2.3333333333333335,1.0,0.0,0.0,0,1.0,42,-2.0,0.0,0.36253260155460615
CAN,CAN,Canada,Canoeing,2000,2,0,1.0,0.0,2.6666666666666665,1.0,0.0,0.0,0,1.0,48,0.0,0.0,0.36253260155460615
BUL,BGR,Bulgaria,Wrestling,2000,2,1,1.0,1.0,3.6666666666666665,1.0,0.0,0.0,0,1.0,48,-12.0,0.0,0.36253260155460615
GER,DEU,Germany,Tennis,2020,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,15,0.0,0.0,0.3540907593924477
QAT,QAT,Qatar,Weightlifting,2020,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,42,-3.0,0.0,0.3540907593924477
ESP,ESP,Spain,Shooting,2020,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,45,0.0,0.0,0.3540907593924477
USA,USA,United States,Beach Volleyball,2020,1,1,1.0,0.0,1.6666666666666667,0.0,1.0,0.0,0,0.0,6,0.0,0.0,0.3540907593924477
BEL,BEL,Belgium,Hockey,2020,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,6,0.0,0.0,0.3540907593924477
PHI,PHL,Philippines,Weightlifting,2020,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,42,-3.0,0.0,0.3540907593924477
CAN,CAN,Canada,Football,2020,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,6,0.0,0.0,0.3540907593924477
CAN,CAN,Canada,Diving,2008,2,0,2.0,0.0,1.6666666666666667,0.0,0.0,0.33333333333333326,0,1.0,24,0.0,0.0,0.3525724625551142
CUB,CUB,Cuba,Judo,2008,6,0,6.0,0.0,5.666666666666667,0.0,0.0,0.33333333333333304,0,1.0,56,0.0,0.0,0.352572462555114
URS,URS,Soviet Union,Wrestling,1980,17,12,18.0,12.0,13.666666666666666,-1.0,0.0,3.333333333333334,0,1.0,60,-4.0,0.0,0.35228091531746186
TTO,TTO,Trinidad,Weightlifting,1952,2,0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,21,3.0,3.0,0.35086709584225007
NED,NLD,Netherlands,Athletics,2024,6,2,8.0,2.0,3.3333333333333335,-2.0,0.0,2.6666666666666665,0,0.0,145,1.0,1.0,0.3501460208502136
TCH,TCH,Czechia,Athletics,1948,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,99,12.0,12.0,0.3496033407948509
BEL,BEL,Belgium,Athletics,1948,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,99,12.0,12.0,0.3496033407948509
AUS,AUS,Australia,Swimming,1952,1,1,4.0,0.0,2.6666666666666665,-3.0,1.0,0.0,0,1.0,33,0.0,0.0,0.34740215395325996
FIN,FIN,Finland,Athletics,1956,3,0,1.0,0.0,4.666666666666667,2.0,0.0,0.0,0,1.0,100,1.0,1.0,0.3449060810425437
DJI,DJI,Djibouti,Athletics,1988,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,158,33.0,33.0,0.34214215210477983
SEN,SEN,Senegal,Athletics,1988,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,158,33.0,33.0,0.34214215210477983
ITA,ITA,Italy,Cycling Road,2020,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,12,12.0,12.0,0.3418006889483396
SUI,CHE,Switzerland,Cycling Road,2020,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,12,12.0,12.0,0.3418006889483396
CUB,CUB,Cuba,Sailing,1948,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,15,3.0,3.0,0.33915564118742303
ARG,ARG,Argentina,Shooting,1948,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,12,3.0,3.0,0.33915564118742303
PRK,PRK,North Korea,Weightlifting,1996,2,0,1.0,0.0,1.5,1.0,0.0,0.5,0,1.0,30,1.0,1.0,0.33709448634991646
BRA,BRA,Brazil,Judo,2000,2,0,2.0,0.0,1.3333333333333333,0.0,0.0,0.6666666666666667,0,1.0,56,0.0,0.0,0.3317899413606582
ROU,ROU,Romania,Boxing,2000,2,0,2.0,0.0,1.3333333333333333,0.0,0.0,0.6666666666666667,0,1.0,48,0.0,0.0,0.3317899413606582
AUS,AUS,Australia,Hockey,2000,2,1,2.0,1.0,1.3333333333333333,0.0,0.0,0.6666666666666667,0,1.0,6,0.0,0.0,0.3317899413606582
THA,THA,Thailand,Boxing,2000,2,1,2.0,1.0,1.3333333333333333,0.0,0.0,0.6666666666666667,0,1.0,48,0.0,0.0,0.3317899413606582
CAN,CAN,Canada,Athletics,1906,2,1,1.0,1.0,1.5,1.0,0.0,0.5,0,1.0,64,-8.0,0.0,0.33115140449432684
TUR,TUR,Turkey,Boxing,2024,3,0,2.0,1.0,1.3333333333333333,1.0,-1.0,1.6666666666666667,0,0.0,52,0.0,0.0,0.3304194933379293
USA,USA,United States,Diving,1904,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,1.0,3,3.0,3.0,0.3290241758346294
CAN,CAN,Canada,Lacrosse,1904,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,1.0,3,3.0,3.0,0.3290241758346294
SUI,CHE,Switzerland,Gymnastics,1896,3,1,0.0,0.0,0.0,3.0,1.0,3.0,1,1.0,18,18.0,18.0,0.3287218295767128
CUB,CUB,Cuba,Wrestling,2012,2,1,1.0,1.0,3.0,1.0,0.0,0.0,0,1.0,72,1.0,1.0,0.32854707658968124
CHN,CHN,China,Softball,1996,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,3,3.0,3.0,0.3266937124561815
CHN,CHN,China,Football,1996,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,6,3.0,3.0,0.3266937124561815
HUN,HUN,Hungary,Gymnastics,1992,2,1,1.0,1.0,1.6666666666666667,1.0,0.0,0.33333333333333326,0,1.0,47,-5.0,0.0,0.32525083417389555
FRA,FRA,France,Shooting,2020,1,1,2.0,0.0,1.6666666666666667,-1.0,1.0,0.0,0,1.0,45,0.0,0.0,0.32468406719389
DEN,DNK,Denmark,Sailing,2020,1,1,2.0,0.0,1.6666666666666667,-1.0,1.0,0.0,0,1.0,30,0.0,0.0,0.32468406719389
USA,USA,United States,Volleyball,2020,1,1,2.0,0.0,1.6666666666666667,-1.0,1.0,0.0,0,1.0,6,0.0,0.0,0.32468406719389
DEN,DNK,Denmark,Badminton,2020,1,1,2.0,0.0,1.6666666666666667,-1.0,1.0,0.0,0,1.0,15,0.0,0.0,0.32468406719389
ITA,ITA,Italy,Sailing,2020,1,1,2.0,0.0,1.6666666666666667,-1.0,1.0,0.0,0,1.0,30,0.0,0.0,0.32468406719389
THA,THA,Thailand,Taekwondo,2020,1,1,2.0,0.0,1.3333333333333333,-1.0,1.0,0.0,0,1.0,32,0.0,0.0,0.32468406719389
CZE,CZE,Czechia,Tennis,2020,2,1,3.0,0.0,2.0,-1.0,1.0,0.0,0,1.0,15,0.0,0.0,0.32468406719389
HUN,HUN,Hungary,Athletics,1964,4,0,3.0,0.0,3.3333333333333335,1.0,0.0,0.6666666666666665,0,1.0,108,6.0,6.0,0.3245657357275618
JPN,JPN,Japan,Synchronized Swimming,2004,2,0,2.0,0.0,1.6666666666666667,0.0,0.0,0.33333333333333326,0,1.0,6,0.0,0.0,0.3230183878275254
BRA,BRA,Brazil,Judo,2004,2,0,2.0,0.0,1.6666666666666667,0.0,0.0,0.33333333333333326,0,1.0,56,0.0,0.0,0.3230183878275254
CZE,CZE,Czechia,Shooting,2004,2,0,2.0,0.0,1.6666666666666667,0.0,0.0,0.33333333333333326,0,1.0,51,0.0,0.0,0.3230183878275254
IRL,IRL,Ireland,Boxing,1952,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,40,16.0,16.0,0.3228611824165307
BUL,BGR,Bulgaria,Boxing,1952,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,40,16.0,16.0,0.3228611824165307
EGY,EGY,Egypt,Taekwondo,2020,2,0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,32,0.0,0.0,0.3178620903841217
VEN,VEN,Venezuela,Weightlifting,2020,2,0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,42,-3.0,0.0,0.3178620903841217
GER,DEU,Germany,Cycling,1908,2,0,2.0,0.0,1.3333333333333333,0.0,0.0,0.6666666666666667,0,1.0,18,0.0,0.0,0.3160790878675785
GDR,DEU,Germany,Sailing,1968,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,17,2.0,2.0,0.3152822974188476
GDR,DEU,Germany,Sailing,1968,1,0,1.0,0.0,1.3333333333333333,0.0,0.0,0.0,0,1.0,17,2.0,2.0,0.3152822974188476
FRG,DEU,Germany,Sailing,1968,1,0,1.0,0.0,1.3333333333333333,0.0,0.0,0.0,0,1.0,17,2.0,2.0,0.3152822974188476
DEN,DNK,Denmark,Cycling,1964,2,0,1.0,0.0,2.3333333333333335,1.0,0.0,0.0,0,1.0,21,3.0,3.0,0.31504830712645426
FRG,DEU,Germany,Wrestling,1976,2,0,2.0,0.0,1.3333333333333333,0.0,0.0,0.6666666666666667,0,1.0,64,1.0,1.0,0.31453096579285167
FRG,DEU,Germany,Shooting,1976,3,1,3.0,1.0,2.3333333333333335,0.0,0.0,0.6666666666666665,0,1.0,28,1.0,1.0,0.31453096579285156
GDR,DEU,Germany,Shooting,1976,4,2,4.0,2.0,3.3333333333333335,0.0,0.0,0.6666666666666665,0,1.0,28,1.0,1.0,0.31453096579285156
USA,USA,United States,Basketball,1988,2,1,2.0,2.0,1.6666666666666667,0.0,-1.0,0.33333333333333326,0,1.0,6,0.0,0.0,0.308442870513794
USA,USA,United States,Tennis,1900,3,0,0.0,0.0,0.0,3.0,0.0,3.0,1,1.0,18,9.0,9.0,0.3055704540427273
CAN,CAN,Canada,Sailing,1988,1,0,3.0,0.0,2.0,-2.0,0.0,0.0,0,1.0,25,4.0,4.0,0.29690867957911543
HUN,HUN,Hungary,Canoeing,1960,6,1,7.0,1.0,5.0,-1.0,0.0,1.0,0,1.0,21,-6.0,0.0,0.2962761216090912
CAN,CAN,Canada,Wrestling,2016,1,1,2.0,0.0,1.6666666666666667,-1.0,1.0,0.0,0,0.0,72,0.0,0.0,0.2951953492524764
GER,DEU,Germany,Gymnastics,2016,2,1,3.0,0.0,2.0,-1.0,1.0,0.0,0,0.0,42,0.0,0.0,0.2951953492524764
IOA,IOA,Individual Olympic Athletes,Shooting,2016,2,1,3.0,0.0,3.0,-1.0,1.0,0.0,0,0.0,45,0.0,0.0,0.2951953492524764
USA,USA,United States,Rowing,2012,3,1,3.0,1.0,2.6666666666666665,0.0,0.0,0.3333333333333335,0,1.0,42,0.0,0.0,0.2938728290969413
BUL,BGR,Bulgaria,Rowing,2008,1,1,2.0,0.0,2.0,-1.0,1.0,0.0,0,0.0,42,0.0,0.0,0.29301655961451223
GER,DEU,Germany,Weightlifting,2008,1,1,2.0,0.0,2.6666666666666665,-1.0,1.0,0.0,0,0.0,45,0.0,0.0,0.29301655961451223
TUR,TUR,Turkey,Taekwondo,2020,2,0,1.0,0.0,1.6666666666666667,1.0,0.0,0.33333333333333326,0,1.0,32,0.0,0.0,0.2927445923910911
USA,USA,United States,Weightlifting,2020,2,0,1.0,0.0,1.6666666666666667,1.0,0.0,0.33333333333333326,0,1.0,42,-3.0,0.0,0.2927445923910911
USA,USA,United States,Boxing,2004,2,1,4.0,0.0,4.333333333333333,-2.0,1.0,0.0,0,1.0,44,-4.0,0.0,0.2918065233707082
GBR,GBR,United Kingdom,Athletics,2004,4,3,6.0,2.0,6.0,-2.0,1.0,0.0,0,1.0,136,-3.0,0.0,0.2918065233707082
KOR,KOR,South Korea,Judo,2004,3,1,5.0,0.0,5.666666666666667,-2.0,1.0,0.0,0,1.0,56,0.0,0.0,0.2918065233707082
CHN,CHN,China,Diving,2024,11,8,12.0,7.0,10.666666666666666,-1.0,1.0,0.3333333333333339,0,0.0,24,0.0,0.0,0.2908115042634183
CUB,CUB,Cuba,Wrestling,2020,3,2,3.0,2.0,2.0,0.0,0.0,1.0,0,1.0,72,0.0,0.0,0.2884553981855641
RUS,RUS,Russia,Rhythmic Gymnastics,2016,3,2,3.0,2.0,2.6666666666666665,0.0,0.0,0.3333333333333335,0,1.0,6,0.0,0.0,0.2859229134308931
INA,IDN,Indonesia,Weightlifting,2016,2,0,2.0,0.0,1.6666666666666667,0.0,0.0,0.33333333333333326,0,1.0,45,0.0,0.0,0.2859229134308929
FRA,FRA,France,Shooting,2016,2,0,2.0,0.0,1.6666666666666667,0.0,0.0,0.33333333333333326,0,1.0,45,0.0,0.0,0.2859229134308929
DEN,DNK,Denmark,Sailing,2016,2,0,2.0,0.0,1.6666666666666667,0.0,0.0,0.33333333333333326,0,1.0,30,0.0,0.0,0.2859229134308929
AZE,AZE,Azerbaijan,Boxing,2016,2,0,2.0,0.0,1.6666666666666667,0.0,0.0,0.33333333333333326,0,1.0,51,-1.0,0.0,0.2859229134308929
RSA,ZAF,South Africa,Swimming,2020,2,1,3.0,0.0,3.0,-1.0,1.0,0.0,0,1.0,105,1.0,1.0,0.28501228374090815
CUB,CUB,Cuba,Boxing,2020,5,4,6.0,3.0,6.0,-1.0,1.0,0.0,0,1.0,52,1.0,1.0,0.28501228374090815
LTU,LTU,Lithuania,Cycling,2000,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,53,11.0,11.0,0.28479808286405306
URU,URU,Uruguay,Cycling,2000,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,53,11.0,11.0,0.28479808286405306
BEL,BEL,Belgium,Cycling,2000,2,0,1.0,0.0,1.0,1.0,0.0,1.0,0,1.0,53,11.0,11.0,0.28479808286405306
GDR,DEU,Germany,Shooting,1988,2,1,3.0,1.0,2.3333333333333335,-1.0,0.0,0.0,0,1.0,44,11.0,11.0,0.2838860448306376
BLR,BLR,Belarus,Shooting,1996,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,45,6.0,6.0,0.281328884732129
CAN,CAN,Canada,Beach Volleyball,1996,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,6,6.0,6.0,0.281328884732129
SVK,SVK,Slovakia,Shooting,1996,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,45,6.0,6.0,0.281328884732129
AUS,AUS,Australia,Beach Volleyball,1996,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,6,6.0,6.0,0.281328884732129
MAS,MYS,Malaysia,Badminton,2024,2,0,1.0,0.0,1.6666666666666667,1.0,0.0,0.33333333333333326,0,0.0,15,0.0,0.0,0.28123706686466265
MEX,MEX,Mexico,Diving,2024,2,0,1.0,0.0,1.6666666666666667,1.0,0.0,0.33333333333333326,0,0.0,24,0.0,0.0,0.28123706686466265
ARM,ARM,Armenia,Wrestling,2024,2,0,1.0,0.0,1.6666666666666667,1.0,0.0,0.33333333333333326,0,0.0,72,0.0,0.0,0.28123706686466265
PHI,PHL,Philippines,Athletics,1932,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,87,6.0,6.0,0.2811562378938457
LAT,LVA,Latvia,Athletics,1932,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,87,6.0,6.0,0.2811562378938457
USA,USA,United States,Water Polo,1972,1,0,1.0,0.0,1.6666666666666667,0.0,0.0,0.0,0,1.0,3,0.0,0.0,0.2774007623665552
HUN,HUN,Hungary,Water Polo,1972,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,3,0.0,0.0,0.2774007623665552
HUN,HUN,Hungary,Modern Pentathlon,1972,2,1,2.0,1.0,2.3333333333333335,0.0,0.0,0.0,0,1.0,6,0.0,0.0,0.2774007623665552
GBR,GBR,United Kingdom,Weightlifting,1896,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,1.0,6,6.0,6.0,0.2718002975997143
DEN,DNK,Denmark,Weightlifting,1896,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,1.0,6,6.0,6.0,0.2718002975997143
CAN,CAN,Canada,Athletics,2024,5,3,6.0,2.0,4.333333333333333,-1.0,1.0,0.666666666666667,0,0.0,145,1.0,1.0,0.271585162440937
USA,USA,United States,Wrestling,1948,4,2,4.0,1.0,3.6666666666666665,0.0,1.0,0.3333333333333335,0,1.0,48,6.0,6.0,0.2708269731009688
SWE,SWE,Sweden,Sailing,1920,3,2,4.0,1.0,2.5,-1.0,1.0,0.5,0,1.0,19,7.0,7.0,0.27030480494560094
